token,sentence_id,predicted_label,gold_label
diabetes,363,Object,Object
.,363,other,other
it,364,Subject,other
feels,364,Predicate,other
like,364,Object,other
my,364,Object,Subject
mind,364,Object,Subject
just,364,Object,Predicate
will,364,Predicate,Predicate
not,364,Predicate,Predicate
shut,364,Predicate,Predicate
down,364,Predicate,Predicate
at,364,Object,Object
night,364,Object,Object
.,364,other,other
a,365,other,other
:,365,other,other
anxiety,365,Subject,Subject
can,365,Predicate,Predicate
definitely,365,Predicate,Predicate
impact,365,Predicate,Predicate
your,365,Object,Object
sleep,365,Object,Object
quality,365,Object,Object
",",365,other,other
which,365,other,other
is,365,Predicate,other
vital,365,Object,other
for,365,Predicate,other
managing,365,Object,other
diabetes,365,Object,other
.,365,other,other
a,366,other,other
:,366,other,other
anxiety,366,Subject,other
can,366,Predicate,other
definitely,366,Predicate,other
impact,366,Predicate,other
your,366,Object,Subject
sleep,366,other,Subject
quality,366,other,Subject
",",366,other,other
which,366,other,other
is,366,other,Predicate
vital,366,Object,Object
for,366,other,Object
managing,366,Object,Object
diabetes,366,Object,Object
.,366,other,other
are,367,Predicate,other
there,367,Subject,other
any,367,Object,other
specific,367,Object,other
concerns,367,Object,other
keeping,367,Object,other
you,367,Object,other
up,367,Object,other
?,367,other,other
p,368,other,other
:,368,other,other
mostly,368,Predicate,Predicate
worrying,368,Predicate,Predicate
about,368,Predicate,Predicate
blood,368,Object,Object
sugar,368,Object,Object
fluctuations,368,Object,Object
.,368,other,other
sometimes,369,other,other
i,369,Subject,Subject
wonder,369,Predicate,Predicate
if,369,other,Object
all,369,Subject,Object
my,369,Subject,Object
efforts,369,Subject,Object
are,369,Predicate,Object
enough,369,Object,Object
.,369,other,other
a,370,other,other
:,370,other,other
your,370,Subject,other
concerns,370,Subject,other
are,370,Predicate,other
valid,370,other,other
",",370,other,other
fat,370,other,other
.,370,other,other
deep,371,Subject,Subject
breathing,371,Subject,Subject
exercises,371,Subject,Subject
or,371,other,Subject
mind,371,Subject,Subject
meditation,371,Subject,Subject
before,371,Subject,Subject
bed,371,Subject,Subject
can,371,Predicate,Predicate
ph,355,other,Subject
.,355,other,other
p,356,other,other
:,356,other,other
i,356,Subject,Subject
will,356,Predicate,Predicate
try,356,other,Predicate
these,356,other,Object
out,356,other,Predicate
and,356,other,other
consider,356,Predicate,other
seeing,356,Predicate,other
a,356,Object,other
ph,356,Object,other
if,356,other,other
needed,356,other,other
.,356,other,other
p,357,other,other
:,357,other,other
i,357,other,Subject
will,357,other,Predicate
try,357,other,other
these,357,other,other
out,357,other,other
and,357,other,other
consider,357,other,Predicate
seeing,357,other,Predicate
a,357,other,Object
ph,357,other,Object
if,357,other,Object
needed,357,other,Object
.,357,other,other
thank,358,other,other
you,358,other,other
for,358,other,other
your,358,other,other
advice,358,other,other
!,358,other,other
a,359,other,other
:,359,other,other
you,359,other,other
are,359,other,other
very,359,other,other
welcome,359,other,other
",",359,other,other
fat,359,other,other
!,359,other,other
just,360,other,other
remember,360,other,other
",",360,other,other
there,360,Subject,other
is,360,Predicate,other
no,360,Object,other
rush,360,Object,other
.,360,other,other
go,361,Predicate,other
at,361,Predicate,other
your,361,Object,other
own,361,Object,other
pace,361,Object,other
and,361,other,other
listen,361,Predicate,other
to,361,Predicate,other
your,361,Object,other
body,361,Object,other
.,361,other,other
stay,362,other,other
safe,362,other,other
",",362,other,other
and,362,other,other
feel,362,other,other
free,362,other,other
to,362,other,other
reach,362,other,other
out,362,other,other
if,362,other,other
you,362,other,other
have,362,other,other
more,362,other,other
questions,362,other,other
or,362,other,other
concerns,362,other,other
.,362,other,other
p,363,other,other
:,363,other,other
i,363,Subject,Subject
have,363,Predicate,Predicate
been,363,Predicate,Predicate
struggling,363,Predicate,Predicate
to,363,Predicate,Predicate
sleep,363,Predicate,Predicate
well,363,Object,Object
because,363,Predicate,Object
of,363,Predicate,Object
my,363,Object,Object
anxiety,363,Object,Object
about,363,Object,Object
managing,363,Object,Object
my,363,Object,Object
diabetes,363,Object,Object
.,363,other,other
it,364,Subject,other
feels,364,Predicate,other
like,364,Object,other
my,364,Object,Subject
mind,364,Object,Subject
just,364,Object,Predicate
will,364,Predicate,Predicate
not,364,Predicate,Predicate
shut,364,Predicate,Predicate
down,364,Predicate,Predicate
at,364,Object,Object
night,364,Object,Object
.,364,other,other
a,365,other,other
:,365,other,other
anxiety,365,Subject,Subject
can,365,Predicate,Predicate
definitely,365,Predicate,Predicate
impact,365,Predicate,Predicate
your,365,Object,Object
sleep,365,Object,Object
quality,365,Object,Object
",",365,other,other
which,365,Object,other
is,365,Predicate,other
vital,365,Object,other
for,365,Object,other
managing,365,Object,other
diabetes,365,Object,other
.,365,other,other
a,366,other,other
:,366,other,other
anxiety,366,Subject,other
can,366,Predicate,other
definitely,366,Predicate,other
impact,366,Predicate,other
your,366,Object,Subject
sleep,366,Object,Subject
quality,366,Object,Subject
",",366,other,other
which,366,other,other
is,366,Predicate,Predicate
vital,366,Object,Object
for,366,Object,Object
managing,366,Object,Object
diabetes,366,Object,Object
.,366,other,other
are,367,Predicate,other
there,367,Subject,other
any,367,Object,other
specific,367,Object,other
concerns,367,Object,other
keeping,367,Object,other
you,367,Object,other
up,367,Object,other
?,367,other,other
p,368,other,other
:,368,other,other
mostly,368,Predicate,Predicate
worrying,368,Predicate,Predicate
about,368,Predicate,Predicate
blood,368,Object,Object
sugar,368,Object,Object
fluctuations,368,Object,Object
.,368,other,other
sometimes,369,other,other
i,369,Subject,Subject
wonder,369,Predicate,Predicate
if,369,other,Object
all,369,Subject,Object
my,369,Subject,Object
efforts,369,Subject,Object
are,369,Predicate,Object
enough,369,Object,Object
.,369,other,other
a,370,other,other
:,370,other,other
your,370,Subject,other
concerns,370,Subject,other
are,370,Predicate,other
valid,370,Object,other
",",370,other,other
fat,370,other,other
.,370,other,other
deep,371,Subject,Subject
breathing,371,Subject,Subject
exercises,371,Subject,Subject
or,371,Subject,Subject
mind,371,Subject,Subject
meditation,371,Subject,Subject
before,371,Subject,Subject
bed,371,Subject,Subject
can,371,Predicate,Predicate
help,371,Predicate,Predicate
calm,371,Predicate,Predicate
your,371,Object,Object
mind,371,Object,Object
.,371,other,other
have,372,Predicate,other
you,372,Subject,other
tried,372,Predicate,other
herbal,372,Object,other
tea,372,Object,other
that,372,Object,other
help,372,Predicate,other
in,372,Predicate,other
relaxation,372,Object,other
?,372,other,other
p,373,other,other
:,373,other,other
i,373,Subject,Subject
do,373,Predicate,Predicate
drink,373,Predicate,Predicate
cha,373,Object,Object
tea,373,Object,Object
sometimes,373,Object,other
",",373,other,other
but,373,other,other
i,373,Subject,Subject
am,373,Predicate,Predicate
not,373,Predicate,Predicate
sure,373,other,Predicate
it,373,Subject,Object
is,373,Predicate,Object
enough,373,Object,Object
.,373,other,other
could,374,Predicate,Predicate
adjusting,374,Subject,Subject
my,374,Subject,Subject
evening,374,Subject,Subject
routine,374,Object,Subject
help,374,Predicate,Predicate
?,374,other,other
a,375,other,other
:,375,other,other
indeed,375,other,other
",",375,other,other
a,375,Subject,Subject
calm,375,Subject,Subject
evening,375,Subject,Subject
routine,375,Subject,Subject
can,375,Predicate,Predicate
promote,375,Predicate,Predicate
better,375,Object,Object
sleep,375,Object,Object
.,375,other,other
try,376,Predicate,Predicate
limiting,376,Predicate,Predicate
heavy,376,Object,Object
meals,376,Object,Object
and,376,other,other
reducing,376,Predicate,other
screen,376,Object,other
time,376,Object,other
at,376,Object,other
least,376,Object,other
an,376,Object,other
hour,376,Object,other
before,376,Object,other
bed,376,Object,other
.,376,other,other
try,377,Predicate,Predicate
limiting,377,other,other
heavy,377,other,other
meals,377,other,other
and,377,other,other
reducing,377,other,Predicate
screen,377,other,Object
time,377,Object,Object
at,377,other,Object
least,377,other,Object
an,377,Object,Object
hour,377,Object,Object
before,377,Object,Object
bed,377,Object,Object
.,377,other,other
you,378,Subject,Subject
might,378,Predicate,Predicate
also,378,Predicate,other
benefit,378,Predicate,Predicate
from,378,Predicate,Object
light,378,Object,Object
stretches,378,Object,Object
to,378,Predicate,Object
relieve,378,Predicate,Object
muscle,378,Object,Object
tension,378,Object,Object
.,378,other,other
p,379,other,other
:,379,other,other
i,379,other,other
will,379,other,other
give,379,other,other
that,379,other,other
a,379,other,other
try,379,other,other
.,379,other,other
should,380,Predicate,other
i,380,Subject,other
be,380,Predicate,other
monitoring,380,Predicate,other
my,380,Object,other
blood,380,Object,other
sugar,380,Object,other
levels,380,Object,other
at,380,Object,other
night,380,Object,other
as,380,Object,other
well,380,Object,other
?,380,other,other
a,381,other,other
:,381,other,other
it,381,Subject,other
is,381,Predicate,Predicate
essential,381,Object,Object
to,381,Predicate,Subject
follow,381,Predicate,Subject
your,381,Object,Subject
doctor,381,Object,Subject
',381,Object,Subject
s,381,Object,Subject
recommendations,381,Object,Subject
on,381,Object,Subject
blood,381,Object,Subject
sugar,381,Object,Subject
checks,381,Object,Subject
.,381,other,other
generally,382,other,other
",",382,other,other
maintaining,382,Subject,Subject
a,382,Subject,Subject
consistent,382,Subject,Subject
routine,382,Subject,Subject
",",382,other,other
balanced,382,Subject,Subject
meals,382,Subject,Subject
",",382,other,other
moderate,382,Subject,Subject
activity,382,Subject,Subject
",",382,other,other
and,382,other,Subject
stress,382,Subject,Subject
management,382,Subject,Subject
",",382,other,other
is,382,Predicate,Predicate
key,382,Predicate,Object
to,382,Predicate,Object
avoiding,382,Predicate,Object
fluctuations,382,Object,Object
.,382,other,other
p,383,other,other
:,383,other,other
since,383,other,other
i,383,Subject,other
have,383,Predicate,other
been,383,Predicate,other
diagnosed,383,Predicate,other
with,383,Predicate,other
diabetes,383,Object,other
",",383,other,other
i,383,Subject,Subject
have,383,Predicate,Predicate
been,383,Predicate,Predicate
trying,383,Predicate,Predicate
to,383,Predicate,Object
cut,383,Predicate,Object
down,383,Predicate,Object
on,383,Predicate,Object
car,383,Object,Object
.,383,other,other
but,384,other,other
it,384,Subject,Subject
is,384,Predicate,Predicate
hard,384,Object,Object
because,384,other,other
rice,384,Subject,Subject
is,384,Predicate,Predicate
a,384,Object,Object
big,384,Object,Object
part,384,Object,Object
of,384,Object,Object
my,384,Object,Object
suriname,384,Object,Object
culture,384,Object,Object
.,384,other,other
what,385,other,other
should,385,other,other
i,385,other,other
do,385,other,other
?,385,other,other
a,386,other,other
:,386,other,other
that,386,Subject,other
is,386,Predicate,other
a,386,Object,other
great,386,Object,other
point,386,Object,other
",",386,other,other
ingrid,386,other,other
.,386,other,other
cultural,387,Subject,Subject
foods,387,Subject,Subject
are,387,Predicate,Predicate
important,387,Object,Object
",",387,other,other
so,387,other,other
it,387,Subject,Subject
can,387,Predicate,Predicate
be,387,Predicate,Predicate
about,387,Predicate,Predicate
mode,387,Object,Object
instead,387,Object,Object
of,387,Object,Object
elimination,387,Object,Object
.,387,other,other
you,388,Subject,Subject
can,388,Predicate,Predicate
consider,388,Predicate,Predicate
reducing,388,Predicate,Predicate
the,388,Object,Object
portion,388,Object,Object
size,388,Object,Object
of,388,Object,Object
the,388,Object,Object
rice,388,Object,Object
and,388,other,other
filling,388,Predicate,other
your,388,Object,other
plate,388,Object,other
with,388,Object,other
more,388,Object,other
non,388,Object,other
vegetables,388,Object,other
and,388,other,other
a,388,Object,other
